"comparison","objectA","objectB","selected_at","completed","selected_object","judgement_time","task_diff","task_diff_duration","comparative_feedback","feedback_duration","total_duration","assessorR"
2009,"E5","3649ba8db06d94c8b79911d940ba289c","21/09/2015 18:04",1,"3649ba8db06d94c8b79911d940ba289c",105,3,"2","b: beter en verder uitgewerkt",9,116,"assessor09"
2010,"A15","D11","21/09/2015 18:04",1,"D11",5,3,"2","B: beter en verder uitgewerkt",6,13,"assessor09"
2011,"J11","e6a2aa6b4f60dcdfcc0ab434c9db7457","22/09/2015 11:13",1,"J11",6,2,"34","Expressief en origineel in kleurgebruik",24,64,"assessor04"
2012,"J7","F13","22/09/2015 11:16",1,"F13",83,3,"3","Expressief en orogineel in manier van idee uiten. ",36,122,"assessor04"
2013,"J5","C12","22/09/2015 11:17",1,"C12",14,4,"3","Vernieuwende borm op het gezicht geplaatst. ",41,58,"assessor04"
2014,"A9","C1","22/09/2015 11:22",1,"A9",40,6,"5","",2,47,"assessor04"
2015,"C1","K23","22/09/2015 11:22",1,"C1",20,4,"3","",3,26,"assessor04"
2016,"K25","C7","22/09/2015 11:23",1,"C7",8,3,"6","Persoonlijke en originele wijze beeld vormgegeven. ",108,122,"assessor04"
2017,"F18","ac669b056cd33482fad55d756497b177","22/09/2015 11:25",1,"F18",23,2,"778","Plaatjes zijn met elkaar verbonden en vertegenwoordigen een idee. ",30,831,"assessor04"
2018,"29fe32912c306a55427d86d4a78dde8c","A7","22/09/2015 11:39",1,"29fe32912c306a55427d86d4a78dde8c",14,4,"10","",2,26,"assessor04"
2019,"F13","K14","22/09/2015 11:40",1,"F13",52,4,"3","",11,66,"assessor04"
2020,"J5","A18","22/09/2015 11:40",1,"A18",15,2,"3","Invulling van figuren met gekleurde bolletjes is origineel. ",29,47,"assessor04"
2021,"201ff93bed1856e467a73afca839da06","d7f573c9a18444c1b18c4e62e4b5f9f6","22/09/2015 11:41",1,"201ff93bed1856e467a73afca839da06",11,3,"3","Bestaande vorm met originele toevoegingen. ",18,32,"assessor04"
2022,"G10","ce5eb73aac1ac0832ad9ec9adedb38da","22/09/2015 11:42",1,"G10",15,3,"14","",2,31,"assessor04"
2023,"4316da0280389031ec4fde76dcb58b10","C15","22/09/2015 11:42",1,"C15",7,1,"3","Eigen stijl herkenbaar. En de vormen zijn origineel n",18,28,"assessor04"
2024,"e5a81896770776be23d598d49ed65f03","K11","22/09/2015 12:06",1,"e5a81896770776be23d598d49ed65f03",20,5,"3","",1,24,"assessor04"
2025,"J15","0ff122df35e6ed7d06b637d474d7eb49","22/09/2015 12:06",1,"0ff122df35e6ed7d06b637d474d7eb49",11,4,"7","Compositie is weloverwogen. ",40,58,"assessor04"
2026,"K11","9b446c02b1d2fec409365483c212da9b","22/09/2015 12:07",1,"9b446c02b1d2fec409365483c212da9b",11,2,"4","Originele verschillende ideeen beelden vormgegeven. ",29,44,"assessor04"
2027,"K18","3e214041981e81f9fd99ca069cf98325","22/09/2015 12:08",1,"3e214041981e81f9fd99ca069cf98325",20,3,"4","Verschillende ideeen en verschillende materialen gebruikt. A geeft geen origineel beeld weer v",39,63,"assessor04"
2028,"da10dd2f875c94b2f976147315a321cd","59bbe0f37957c04823cce57361bc26ba","22/09/2015 12:10",1,"da10dd2f875c94b2f976147315a321cd",29,6,"4","A origineel in manier waarop het idee in beelden is weergegeven en over wordt gedragen. B sterk in het weegeven van een eigen stijl. ",58,91,"assessor04"
2029,"C7","F5","22/09/2015 12:11",1,"C7",43,3,"3","",1,47,"assessor04"
2030,"F12","54938ca135f9858cfb0c2a965718392e","22/09/2015 12:12",1,"54938ca135f9858cfb0c2a965718392e",20,2,"3","Originele keuze van afbeeldingen. Kleurgebruik is in harmonie net zo als de plaatsing van de plaatjes. ",49,72,"assessor04"
2031,"E3","E11","22/09/2015 12:13",1,"E11",8,3,"3","Origineel door tekst onleesbaar te maken. ",16,27,"assessor04"
2032,"F18","K24","22/09/2015 12:13",1,"F18",16,2,"2","Eigen stijl is herkenbaar. Beeld vormt een geheel. Bij B ideeen naast elkaar. ",57,75,"assessor04"
2033,"F5","4e97803b18e84a03636d0ea4459a0809","22/09/2015 12:15",1,"4e97803b18e84a03636d0ea4459a0809",12,2,"5","Stijl herkenbaar. Beeld heeft weloverwogen vorm gekregen. ",33,50,"assessor04"
2034,"C9","F12","22/09/2015 12:16",1,"F12",8,3,"4","Visuele originele weergave van het idee. ",34,46,"assessor04"
2035,"B8","K10","22/09/2015 12:17",1,"B8",19,3,"3","",1,23,"assessor04"
2036,"3e214041981e81f9fd99ca069cf98325","29fe32912c306a55427d86d4a78dde8c","22/09/2015 12:17",1,"3e214041981e81f9fd99ca069cf98325",14,2,"2","Creeert nieuwe vormen in en met bestaande vormen. ",31,47,"assessor04"
2037,"E24","H17","22/09/2015 12:18",1,"H17",14,4,"3","Origineel eigen idee. ",11,28,"assessor04"
2038,"ca4b73cfbaf430ee72a8faf80734c750","E29","22/09/2015 12:18",1,"E29",7,2,"3","Vorm op originele wijze gecreeerd",37,47,"assessor04"
2039,"ea230cb808b6557485b8dc7db1a0a86a","K24","22/09/2015 12:19",1,"ea230cb808b6557485b8dc7db1a0a86a",7,2,"2","Kleur is expressief. En een eigen idee wordt visueel vormgegeven. ",51,60,"assessor04"
2040,"C11","A15","22/09/2015 14:05",1,"C11",8,3,"4","Eigen stijl. Originele vorm. ",15,27,"assessor04"
2041,"D12","e07e3b29c3f3ed23ea6d2d7db0e65cf8","22/09/2015 12:48",1,"e07e3b29c3f3ed23ea6d2d7db0e65cf8",12,3,"4","Verschillende originele ideeen visuele vormgegeven. ",17,33,"assessor04"
2042,"K10","11932db57791df696a819ee36383b36f","22/09/2015 12:49",1,"11932db57791df696a819ee36383b36f",42,2,"4","Vernieuwend beeld dat ideeen oproept. ",54,100,"assessor04"
2043,"A11","C4","22/09/2015 12:50",1,"C4",11,3,"4","Origineel gebruik van verschillende materialen bij elkaar. Bestaand afbeeldingen vormen een nieuw beeld. ",32,47,"assessor04"
2044,"C19","C9","22/09/2015 12:51",1,"C9",7,2,"3","Afbeeldingen krijgen een vernieuwende betekenis. ",16,26,"assessor04"
2045,"H4","C15","22/09/2015 12:52",1,"C15",8,1,"3","Eigen stijl herkenbaar. Vernieuwende vormen. ",15,26,"assessor04"
2046,"54938ca135f9858cfb0c2a965718392e","9b446c02b1d2fec409365483c212da9b","22/09/2015 12:52",1,"54938ca135f9858cfb0c2a965718392e",13,3,"4","Idee wordt visueel vormg gegeven. Kleur is in harmonie en weloverwogen ingezet. ",68,85,"assessor04"
2047,"E29","H2","22/09/2015 12:54",1,"E29",14,2,"13","Verschillende manieren waarop het beeld vormgegeven wordt visueel getoond. ",32,59,"assessor04"
2048,"E4","K25","22/09/2015 12:55",1,"E4",24,4,"4","",1,29,"assessor04"
2049,"I10","B14","22/09/2015 12:55",1,"I10",14,2,"2","Herkenbare eigen stijl. ",8,24,"assessor04"
2050,"C18","K11","22/09/2015 12:56",1,"K11",15,6,"4","Idee dat er geen grenzen meer zijn?",38,57,"assessor04"
2051,"K25","E29","22/09/2015 12:57",1,"E29",5,1,"3","Verschillende materialen en ideeen. ",14,22,"assessor04"
2052,"J9","J13","22/09/2015 12:58",1,"J9",34,5,"6","Compositie is weloverwogen in het oog springend gekozen. ",33,73,"assessor04"
2053,"F15","K17","22/09/2015 12:58",1,"F15",9,3,"3","Idee krijgt een visuele vorm. ",18,30,"assessor04"
2054,"I15","3649ba8db06d94c8b79911d940ba289c","22/09/2015 12:59",1,"I15",18,3,"4","Beeld drukt betekenis uit. ",30,52,"assessor04"
2055,"482d7a26ee61f1a3c7a58a495e9f2b54","B8","22/09/2015 13:00",1,"B8",31,5,"5","Ideeis origineel en krijgt een visuele vorm. ",31,67,"assessor04"
2056,"B3","H2","22/09/2015 13:01",1,"B3",31,4,"3","",1,35,"assessor04"
2057,"4467eca119993cc6d6059a5d725aa6c4","ca4b73cfbaf430ee72a8faf80734c750","22/09/2015 13:02",1,"4467eca119993cc6d6059a5d725aa6c4",9,3,"3","Lijnenspel van verschillende afbeeldingen naast elkaar geplaatst. ",29,41,"assessor04"
2058,"G3","C13","22/09/2015 13:02",1,"C13",6,2,"3","Originele vormen. ",61,70,"assessor04"
2059,"C4","D14","22/09/2015 13:04",1,"C4",51,7,"3","Geen gangbare voorstelling. Eigen stijl komt naar voren. ",49,103,"assessor04"
2060,"K27","K14","22/09/2015 13:06",1,"K14",12,4,"12","Verkeerd ingetoets. A beter dan B. Lijnenspel opvallend en in een eigen stijl. ",121,145,"assessor04"
2061,"A14","3e214041981e81f9fd99ca069cf98325","22/09/2015 13:08",1,"3e214041981e81f9fd99ca069cf98325",7,1,"4","Originele verschillende ideeen visueel vormgegeven. ",16,27,"assessor04"
2062,"C19","A6","22/09/2015 13:23",1,"A6",17,4,"3","",1,21,"assessor04"
2063,"E28","C9","22/09/2015 13:24",1,"E28",18,2,"3","",1,22,"assessor04"
2064,"C1","E27","22/09/2015 13:24",1,"C1",14,2,"2","",1,17,"assessor04"
2065,"A16","59bbe0f37957c04823cce57361bc26ba","22/09/2015 13:24",1,"59bbe0f37957c04823cce57361bc26ba",6,3,"3","Eigen stijl zichtbaar. Compositie is in het oog springend. ",25,34,"assessor04"
2066,"G9","C15","22/09/2015 13:26",1,"C15",76,2,"2","Eigen stijl. Vernieuwende vorm. ",22,100,"assessor04"
2067,"f55ee19306d07ae1f8a3a61c6053dd65","C13","22/09/2015 13:30",1,"C13",23,3,"4","Vernieuwende vorm. ",39,66,"assessor04"
2068,"C8","E11","22/09/2015 13:31",1,"C8",24,3,"6","Idee wordt visueel vorm gegeven. ",16,46,"assessor04"
2069,"e5a81896770776be23d598d49ed65f03","J11","22/09/2015 13:33",1,"e5a81896770776be23d598d49ed65f03",49,2,"3","Kleur overeenkomst valt al. Inhoud van de afbeeldingengeeft een idee weer. ",57,109,"assessor04"
2070,"d7f573c9a18444c1b18c4e62e4b5f9f6","F7","22/09/2015 13:34",1,"F7",17,3,"3","",1,21,"assessor04"
2071,"I3","H0","22/09/2015 13:37",1,"I3",156,3,"4","",24,184,"assessor04"
2072,"B14","e6a2aa6b4f60dcdfcc0ab434c9db7457","22/09/2015 13:37",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",15,3,"6","Kleur lijkt weloverwogen toegepast. Verschillende ideeen. ",102,123,"assessor04"
2073,"E20","I19","22/09/2015 13:40",1,"E20",51,3,"2","Achtergrond van het beschreven idee al in een eigen stijl passend bij het idee. ",93,146,"assessor04"
2074,"E4","F5","22/09/2015 13:42",1,"E4",43,4,"3","",2,48,"assessor04"
2075,"E28","1b2bf88d0cf06c8dfb2d58e0b4579f35","22/09/2015 13:43",1,"E28",26,2,"2","Verschillende ideeen en benaderingen deze visueel vorm te geven. ",20,48,"assessor04"
2076,"H4","E1","22/09/2015 13:44",1,"E1",30,2,"3","Compositie is in het oog springend. ",25,58,"assessor04"
2077,"J11","B3","22/09/2015 13:47",1,"J11",160,2,"2","Origineel kleurgebruik. ",28,190,"assessor04"
2078,"E29","E30","22/09/2015 13:48",1,"E29",36,2,"3","Idee bij visuele vormgeving is gelaagder. ",29,68,"assessor04"
2079,"A6","D5","22/09/2015 13:49",1,"D5",15,6,"3","",2,20,"assessor04"
2080,"C9","B14","22/09/2015 13:50",1,"C9",29,2,"3","Afbeelding krijgt een nieuwe betekenis. ",33,65,"assessor04"
2081,"J11","0ff122df35e6ed7d06b637d474d7eb49","22/09/2015 13:51",1,"0ff122df35e6ed7d06b637d474d7eb49",7,2,"3","Compositie valt op. Er wordt gespeeld met het verbinden van twee afbeeldingen. ",103,113,"assessor04"
2082,"C6","E1","22/09/2015 13:53",1,"E1",13,2,"3","Eigen stijl herkenbaar. Compositie is in het oog springend. ",417,433,"assessor04"
2083,"D12","K24","22/09/2015 14:00",1,"D12",8,3,"3","",305,316,"assessor04"
2084,"d1fe7291ff309bfc52980e0f00714df3","D16","22/09/2015 14:06",1,"D16",21,2,"3","Originele visuele weergave van het idee. ",51,75,"assessor04"
2085,"I11","C8","22/09/2015 14:09",1,"I11",112,2,"4","",10,126,"assessor04"
2086,"K18","F9","22/09/2015 14:09",1,"F9",13,2,"2","Idee visueel vormgegeven. Vernieuwende vorm. ",17,32,"assessor04"
2087,"G9","1b2bf88d0cf06c8dfb2d58e0b4579f35","22/09/2015 14:10",1,"1b2bf88d0cf06c8dfb2d58e0b4579f35",7,2,"2","Origineel idee, gelaagd. ",13,22,"assessor04"
2088,"H16","1b2bf88d0cf06c8dfb2d58e0b4579f35","22/09/2015 14:10",1,"1b2bf88d0cf06c8dfb2d58e0b4579f35",8,3,"3","Eigen stijl. Onderwerp op originele wijze visueel vormgegeven. ",56,67,"assessor04"
2089,"D12","F4","23/09/2015 17:27",1,"D12",22,5,"4","",2,28,"assessor06"
2090,"9b446c02b1d2fec409365483c212da9b","I12b","23/09/2015 17:28",1,"9b446c02b1d2fec409365483c212da9b",29,3,"35","A doet simpelweg meer. B heeft maar één beeld, niet zelf ontworpen.",19,83,"assessor06"
2091,"f48ab1373fce7ff56fa9d6dc6eb9787b","F7","23/09/2015 17:29",1,"F7",8,6,"2","",2,12,"assessor06"
2092,"F14","H19","23/09/2015 17:30",1,"H19",22,6,"2","",2,26,"assessor06"
2093,"A12","C7","23/09/2015 17:30",1,"A12",6,4,"2","Sterker beeld",10,18,"assessor06"
2094,"5d8bc2a5aaf9041890e730414a34b0af","H16","23/09/2015 17:30",1,"5d8bc2a5aaf9041890e730414a34b0af",5,6,"2","",1,8,"assessor06"
2095,"A9","G5","23/09/2015 17:30",1,"G5",6,5,"9","Het uiten van ideeën is meer op visuele wijze gedaan.",9,24,"assessor06"
2096,"9125eb25d10dcb5fb57dfbdb59a1b74b","G1","23/09/2015 17:31",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",5,6,"1","",1,7,"assessor06"
2097,"C6","I18","23/09/2015 17:31",1,"C6",20,2,"4","A geeft duidelijker een visuele invulling van een idee (dus kennis en vaardigheden). ",14,38,"assessor06"
2098,"K27","E1","23/09/2015 17:32",1,"K27",15,3,"13","Origineler en persoonlijker.",5,33,"assessor06"
2099,"A9","K26","23/09/2015 17:32",1,"K26",6,6,"2","",1,9,"assessor06"
2100,"C11","E1","23/09/2015 17:33",1,"C11",18,2,"11","",2,31,"assessor06"
2101,"ea230cb808b6557485b8dc7db1a0a86a","G5","23/09/2015 17:33",1,"ea230cb808b6557485b8dc7db1a0a86a",6,3,"2","",1,9,"assessor06"
2102,"4467eca119993cc6d6059a5d725aa6c4","K2","23/09/2015 17:33",1,"4467eca119993cc6d6059a5d725aa6c4",8,1,"2","De combinatie van beelden geeft een nieuw, origineel beeld. Sterke lijnen. ",18,28,"assessor06"
2103,"E6","A9","23/09/2015 17:34",1,"E6",4,1,"2","",2,8,"assessor06"
2104,"K21","H10","23/09/2015 17:34",1,"K21",19,6,"4","Er wordt een origineler invalshoek gekozen dan het uittekenen van ideeën.",14,37,"assessor06"
2105,"ca4b73cfbaf430ee72a8faf80734c750","J13","23/09/2015 17:35",1,"J13",7,2,"2","",1,10,"assessor06"
2106,"C1","J15","23/09/2015 17:35",1,"J15",15,5,"3","",1,19,"assessor06"
2107,"G3","E10","23/09/2015 17:35",1,"E10",7,6,"4","Bij B wordt er iets beeldend weergegeven.",10,21,"assessor06"
2108,"G10","E23","23/09/2015 17:36",1,"G10",32,2,"4","Laat duidelijk beeldende originaliteit zien.",19,55,"assessor06"
2109,"H10","G9","23/09/2015 17:37",1,"G9",17,4,"2","A brengt slechts heel letterlijk de ideeën in beeld.",21,40,"assessor06"
2110,"0410ebd8e853f8b3f21bf103193dabb2","E5","23/09/2015 17:38",1,"E5",29,6,"3","",6,38,"assessor06"
2111,"E21","C11","23/09/2015 17:39",1,"C11",42,7,"2","Uiteindelijk beeldend origineler. ",16,60,"assessor06"
2112,"H19","D16","23/09/2015 17:39",1,"D16",14,3,"4","",2,20,"assessor06"
2113,"ca4b73cfbaf430ee72a8faf80734c750","C14","23/09/2015 17:39",1,"C14",4,2,"2","",2,8,"assessor06"
2114,"H12","ca4b73cfbaf430ee72a8faf80734c750","23/09/2015 17:40",1,"H12",4,2,"3","",3,10,"assessor06"
2115,"J9","E1","23/09/2015 17:40",1,"E1",10,5,"3","De manier van compositie is bij B beter uitgedacht. ",11,24,"assessor06"
2116,"e07e3b29c3f3ed23ea6d2d7db0e65cf8","F13","23/09/2015 17:40",1,"F13",15,3,"5","",1,21,"assessor06"
2117,"f55ee19306d07ae1f8a3a61c6053dd65","D11","23/09/2015 17:41",1,"D11",20,6,"2","Weinig aanknopingspunten voor een vergelijking. B laat meer 'nieuws' zien.",16,38,"assessor06"
2118,"E29","C16","23/09/2015 17:43",1,"C16",103,7,"3","Beiden maken nieuwsgierig. Vorm, lijn, kleur van B zijn sterker.",23,129,"assessor06"
2119,"K14","C14","23/09/2015 17:44",1,"C14",11,6,"4","Beter geabstraheerd, ",29,44,"assessor06"
2120,"K18","f48ab1373fce7ff56fa9d6dc6eb9787b","23/09/2015 17:44",1,"K18",8,1,"2","",2,12,"assessor06"
2121,"H19","C14","23/09/2015 17:44",1,"C14",3,1,"2","",1,6,"assessor06"
2122,"11932db57791df696a819ee36383b36f","ce5eb73aac1ac0832ad9ec9adedb38da","23/09/2015 17:45",1,"ce5eb73aac1ac0832ad9ec9adedb38da",7,3,"2","",1,10,"assessor06"
2123,"K22","C7","23/09/2015 17:45",1,"C7",8,5,"2","",2,12,"assessor06"
2124,"F12","A7","23/09/2015 17:45",1,"A7",19,2,"3","",1,23,"assessor06"
2125,"ea230cb808b6557485b8dc7db1a0a86a","C14","23/09/2015 17:46",1,"C14",12,4,"3","",1,16,"assessor06"
2126,"K25","A16","23/09/2015 17:46",1,"A16",11,4,"2","Beeldende vondst in combineren relief.",18,31,"assessor06"
2127,"J5","I8","23/09/2015 17:46",1,"J5",8,2,"2","",3,13,"assessor06"
2128,"F12","3e214041981e81f9fd99ca069cf98325","23/09/2015 17:47",1,"3e214041981e81f9fd99ca069cf98325",8,1,"2","",3,13,"assessor06"
2129,"I12b","9125eb25d10dcb5fb57dfbdb59a1b74b","23/09/2015 18:15",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",8,1,"2","",8,18,"assessor06"
2130,"I11","A16","23/09/2015 18:15",1,"A16",10,2,"13","",1,24,"assessor06"
2131,"E23","786709f6b21b9f098a1c6cbea7fdac08","23/09/2015 18:15",1,"786709f6b21b9f098a1c6cbea7fdac08",5,3,"5","",23,33,"assessor06"
2132,"5d8bc2a5aaf9041890e730414a34b0af","E1","23/09/2015 18:16",1,"5d8bc2a5aaf9041890e730414a34b0af",3,3,"5","Kleur, originele visualisatie van een idee. ",20,28,"assessor06"
2133,"C7","ea230cb808b6557485b8dc7db1a0a86a","23/09/2015 18:17",1,"ea230cb808b6557485b8dc7db1a0a86a",16,4,"3","",1,20,"assessor06"
2134,"E24","C16","23/09/2015 18:17",1,"C16",5,2,"2","",1,8,"assessor06"
2135,"J15","f55ee19306d07ae1f8a3a61c6053dd65","23/09/2015 18:17",1,"f55ee19306d07ae1f8a3a61c6053dd65",9,5,"2","B heeft een collage gemaakt die origineler is van opzet dan A.",19,30,"assessor06"
2136,"E28","E1","23/09/2015 18:18",1,"E1",26,2,"3","",6,35,"assessor06"
2137,"K18","K17","23/09/2015 18:18",1,"K18",15,5,"2","A is zelf ontworpen, wat is de (originele) beeldende vaardigheid van B? Er is niet heel specifiek gecompileerd.",32,49,"assessor06"
2138,"E11","B6","23/09/2015 18:19",1,"B6",31,2,"2","",2,35,"assessor06"
2139,"C6","e6a2aa6b4f60dcdfcc0ab434c9db7457","23/09/2015 18:20",1,"C6",14,3,"3","",0,17,"assessor06"
2140,"H0","4e97803b18e84a03636d0ea4459a0809","23/09/2015 18:20",1,"H0",22,3,"2","",3,27,"assessor06"
2141,"3e214041981e81f9fd99ca069cf98325","C16","23/09/2015 18:20",1,"C16",4,1,"1","",3,8,"assessor06"
2142,"3e214041981e81f9fd99ca069cf98325","E21","23/09/2015 18:21",1,"E21",4,3,"2","",1,7,"assessor06"
2143,"A16","H2","23/09/2015 18:21",1,"A16",14,3,"3","",1,18,"assessor06"
2144,"K24","E27","23/09/2015 18:21",1,"K24",15,6,"14","De patronen geven blijk van veel beeldend inzicht. ",36,65,"assessor06"
2145,"F14","F9","23/09/2015 18:23",1,"F9",20,7,"1","Beiden niet veel beeldende vaardigheden. ",9,30,"assessor06"
2146,"H4","4e97803b18e84a03636d0ea4459a0809","23/09/2015 18:23",1,"4e97803b18e84a03636d0ea4459a0809",10,3,"2","",3,15,"assessor06"
2147,"ee7c0339be618ca65973144f3bb849ce","I10","23/09/2015 18:23",1,"I10",25,7,"7","Net iets meer een persoonlijke stijl. ",7,39,"assessor06"
2148,"C18","K18","23/09/2015 18:24",1,"C18",23,5,"4","Het is origineler wat A doet. ",5,32,"assessor06"
2149,"H10","I10","23/09/2015 18:25",1,"I10",12,2,"2","",3,17,"assessor06"
2150,"C6","201ff93bed1856e467a73afca839da06","23/09/2015 18:25",1,"C6",14,5,"2","De vormen van A zijn herkenbaar en tegelijk ook nieuw. Bij B is het wel origineel maar weinig aangepast. ",26,42,"assessor06"
2151,"K11","1a044b43ab4eca593fa07c0b69e55cc3","23/09/2015 18:26",1,"1a044b43ab4eca593fa07c0b69e55cc3",11,3,"2","",1,14,"assessor06"
2152,"J13","E21","23/09/2015 18:26",1,"E21",16,4,"3","B: originele manier om een idee over te brengen. Persoonlijke toon van maker. ",19,38,"assessor06"
2153,"2920d4f4f2684f38b8167e1a99129821","E24","23/09/2015 18:27",1,"2920d4f4f2684f38b8167e1a99129821",21,3,"3","",1,25,"assessor06"
2154,"ea230cb808b6557485b8dc7db1a0a86a","I15","23/09/2015 18:27",1,"ea230cb808b6557485b8dc7db1a0a86a",22,5,"4","A heeft nog iets met kleuren en opgeplakt papier gedaan. B is een schetstekening, nog niet erg veel beeldende vaardigheden.",25,51,"assessor06"
2155,"F9","3e214041981e81f9fd99ca069cf98325","23/09/2015 18:28",1,"3e214041981e81f9fd99ca069cf98325",4,3,"4","",1,9,"assessor06"
2156,"D12","A12","23/09/2015 18:28",1,"A12",12,5,"2","De vormen zijn duidelijker en geven een duidelijk idee aan. ",19,33,"assessor06"
2157,"I18","H10","23/09/2015 18:29",1,"I18",6,2,"3","",1,10,"assessor06"
2158,"H10","C4","23/09/2015 18:29",1,"C4",7,3,"2","",1,10,"assessor06"
2159,"K20","K2","23/09/2015 18:29",1,"K20",4,1,"3","",0,7,"assessor06"
2160,"3649ba8db06d94c8b79911d940ba289c","K20","23/09/2015 18:29",1,"K20",4,2,"2","",2,8,"assessor06"
2161,"I2","F13","23/09/2015 18:29",1,"F13",3,1,"10","",1,14,"assessor06"
2162,"K18","d6fba3cf86ddfa7a43b68ae7ee134b2a","23/09/2015 18:30",1,"K18",8,4,"16","Er is hier een duidelijker idee. ",28,52,"assessor06"
2163,"E21","ea230cb808b6557485b8dc7db1a0a86a","23/09/2015 18:31",1,"E21",8,6,"3","Origineler",7,18,"assessor06"
2164,"F13","B14","23/09/2015 18:31",1,"F13",3,2,"2","",1,6,"assessor06"
2165,"54938ca135f9858cfb0c2a965718392e","A6","23/09/2015 18:31",1,"54938ca135f9858cfb0c2a965718392e",8,5,"2","De combinatie geeft een nieuwe betekenis aan de beelden, dat heeft B niet. ",14,24,"assessor06"
2166,"F14","ce5eb73aac1ac0832ad9ec9adedb38da","23/09/2015 18:32",1,"ce5eb73aac1ac0832ad9ec9adedb38da",4,2,"4","",1,9,"assessor06"
2167,"J9","ac669b056cd33482fad55d756497b177","23/09/2015 18:32",1,"J9",10,4,"1","Bij A is er gekozen voor een bepaalde schikking van de beelden. ",11,22,"assessor06"
2168,"D16","G5","23/09/2015 18:32",1,"D16",21,5,"17","Toch in beeld sterker, met ruimtelijke vormen. ",24,62,"assessor06"
2169,"F4","E6","23/09/2015 18:34",1,"F4",24,6,"3","Eigenlijk is bij A het idee gewoon wat origineler gevisualiseerd dan bij B, waar het gewoon 1 op 1 getekend is. ",23,50,"assessor06"
2170,"B8","E20","23/09/2015 18:34",1,"E20",6,3,"4","",0,10,"assessor06"
2171,"da10dd2f875c94b2f976147315a321cd","0410ebd8e853f8b3f21bf103193dabb2","23/09/2015 18:34",1,"0410ebd8e853f8b3f21bf103193dabb2",14,4,"2","",1,17,"assessor06"
2172,"C9","C13","23/09/2015 18:35",1,"C13",4,2,"2","",8,14,"assessor06"
2173,"K18","A15","23/09/2015 18:35",1,"K18",9,5,"2","",0,11,"assessor06"
2174,"cdfa1effe52bc3c01fde3e290f57085b","f55ee19306d07ae1f8a3a61c6053dd65","23/09/2015 18:35",1,"cdfa1effe52bc3c01fde3e290f57085b",3,1,"1","",1,5,"assessor06"
2175,"A14","2920d4f4f2684f38b8167e1a99129821","23/09/2015 18:35",1,"A14",5,2,"1","",1,7,"assessor06"
2176,"D14","B3","23/09/2015 18:35",1,"D14",8,1,"1","",1,10,"assessor06"
2177,"E11","A18","23/09/2015 18:36",1,"A18",3,2,"2","",1,6,"assessor06"
2178,"f48ab1373fce7ff56fa9d6dc6eb9787b","J7","23/09/2015 18:36",1,"J7",16,5,"2","Er wordt meer beeldend gemaakt.",13,31,"assessor06"
2179,"J15","F15","23/09/2015 18:36",1,"F15",8,1,"4","",1,13,"assessor06"
2180,"F13","d7f573c9a18444c1b18c4e62e4b5f9f6","23/09/2015 18:37",1,"F13",4,2,"5","",0,9,"assessor06"
2181,"E4","E3","23/09/2015 18:37",1,"E3",5,4,"4","Lijkt op elkaar maar B heeft originelere manier van positioneren en knippen gebruikt.",17,26,"assessor06"
2182,"C6","94d9699732e50f271a89808b9575139b","23/09/2015 18:37",1,"94d9699732e50f271a89808b9575139b",9,7,"4","Moeilijk, maar B heeft meer zeggingskracht",15,28,"assessor06"
2183,"D5","E3","23/09/2015 18:38",1,"E3",4,4,"2","",1,7,"assessor06"
2184,"F5","A6","23/09/2015 18:38",1,"A6",7,4,"6","",0,13,"assessor06"
2185,"B6","F15","23/09/2015 18:39",1,"F15",29,3,"3","",1,33,"assessor06"
2186,"J11","F15","23/09/2015 18:39",1,"F15",7,5,"3","B is qua visualisatie erg sterk, terwijl A wel bijzonder is gemaakt maar wel duidelijk een portret blijft.",36,46,"assessor06"
2187,"F14","F18","23/09/2015 18:40",1,"F18",5,2,"1","",34,40,"assessor06"
2188,"H17","A18","23/09/2015 18:40",1,"A18",2,1,"4","",0,6,"assessor06"
2189,"C6","K22","23/09/2015 18:40",1,"C6",5,3,"3","",0,8,"assessor06"
2190,"G5","786709f6b21b9f098a1c6cbea7fdac08","23/09/2015 18:41",1,"786709f6b21b9f098a1c6cbea7fdac08",16,4,"4","",1,21,"assessor06"
2191,"I3","K20","23/09/2015 18:41",1,"K20",9,5,"1","Duidelijker figuren, de collage van A is wel goed samengesteld maar geeft weinig eenheid. A is ook origineler (qua figuren). ",38,48,"assessor06"
2192,"B14","I17","23/09/2015 18:42",1,"I17",4,2,"2","",0,6,"assessor06"
2193,"J7","A11","23/09/2015 18:42",1,"J7",5,3,"3","",1,9,"assessor06"
2194,"d1fe7291ff309bfc52980e0f00714df3","E21","23/09/2015 18:43",1,"E21",22,7,"3","B heeft uiteindelijk meer diepte. ",18,43,"assessor06"
2195,"K18","I15","23/09/2015 18:43",1,"K18",4,4,"2","",1,7,"assessor06"
2196,"2920d4f4f2684f38b8167e1a99129821","F9","23/09/2015 18:43",1,"2920d4f4f2684f38b8167e1a99129821",3,4,"2","",1,6,"assessor06"
